author,title,text
岡本綺堂,岡本綺堂/半七捕物帳 64 廻り灯籠,ここの家は客商売であるから、金蔵のような奴がはいり込まないとは限らない。
横光利一,横光利一/御身,「罪悪だ、実に馬鹿にしている、罪悪だ！」
豊島与志雄,豊島与志雄/ジャン・クリストフ 10 第八巻　女友達,眼は変わりやすくて、灰色であり琥珀色であり、緑や金など各種の反映を帯びることができ、あたかも猫の眼のようだった。
木下尚江,木下尚江/火の柱,聴衆の少しく静まるを待つて、司会者の椅子を離れたる渡部伊蘇夫は、澄み渡る音声に次の弁士を紹介す「篠田長二君――演題は社会党の……」
豊島与志雄,豊島与志雄/ジャン・クリストフ 06 第四巻　反抗,時としては、まとまった詩のこともある。
永井荷風,永井荷風/つゆのあとさき,松崎は今ではたまにしか銀座へ来る用事がないので、何という事もなく物珍しい心持がして、立止るともなく尾張町の四辻に佇立んだ。
三遊亭円朝,三遊亭円朝/粟田口霑笛竹（澤紫ゆかりの咲分） 02 粟田口霑笛竹（澤紫ゆかりの咲分）,仙「えお侍、訳は知りませんがこれは仲の幇間で、一人は通り掛りの者だ、弱え町人を捕めえて御詫を云わなくッても宜かろう、エお侍」
西田幾多郎,西田幾多郎/絶対矛盾的自己同一,行為的直観の立場において、歴史的過去として、直観的に我々に臨むものは、我々の個人的自己をその生命の根柢から否定せんとするものでなければならない。
国枝史郎,国枝史郎/前記天満焼,宏大な屋敷が立っていて、厳重に土塀で鎧われていて、塀越しに新樹の葉が見える。
海野十三,海野十三/ふしぎ国探検,では電灯を消します。
新美南吉,新美南吉/疣,「違ふよ。
有島武郎,有島武郎/或る女 1（前編）,「それじゃわたしまだほかに用がありますししますから錠をおろさずにおきますよ。
芥川龍之介,芥川龍之介/温泉だより,しかし勿論「青ペン」の女は笑って通り過ぎたと言うことです。
泉鏡花,泉鏡花/婦系図,それで二人が繋って、光った態でもして歩行けば、親達は緋縅の鎧でも着たように汝が肩身をひけらかすんだね。
豊島与志雄,豊島与志雄/今日の条件,麻痺から覚醒した精神は、今日の条件では、反逆児になり格闘者たらざるを得ない。
中里介山,中里介山/大菩薩峠 29 年魚市の巻,「間曳くというのは何だろう」
小林多喜二,小林多喜二/防雪林,雪は真向から吹きつけるかと思ふと、左側になつてゐたり、後から吹いたりした。
北原白秋,北原白秋/フレップ・トリップ,中婆が横向きに木の椅子に腰かけて、何か継ぎ剥ぎしていた。
長塚節,長塚節/芋掘り,「どうしてもおら駄目だよ」
与謝野晶子,与謝野晶子/恋衣,酒つくる神と注ある三尺の鳥居のうへの紅梅の花
長谷川時雨,長谷川時雨/マダム貞奴,座主の方で広告はしないとはいえ、開けるからには一人にでも多く見物してもらいたいのが人情である。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 08 第五部　ジャン・ヴァルジャン,かくて実際数分間の猶予が得られたのである。
宮沢賢治,宮沢賢治/種山ヶ原,向うさ降りだらそれっ切りだったぞ。
種田山頭火,種田山頭火/旅日記,躑躅ヶ岡、枝垂桜の老木並木。
泉鏡花,泉鏡花/薬草取,」
与謝野晶子,与謝野晶子/源氏物語 33 藤のうら葉,色まさる籬の菊もをりをりに袖打ちかけし秋を恋ふらし
海野十三,海野十三/空襲葬送曲,あんたは、失業者で、あたしはウェイトレス。
岡本かの子,岡本かの子/河明り,芸妓は手持無沙汰になって、
中里介山,中里介山/大菩薩峠 26 めいろの巻,放心したもののような、緩めきってはいたが、さいぜんの縄は、やはり与八の首に巻きついているには、巻きついていたのです。
吉川英治,吉川英治/御鷹,お悦は、吹雪の脚から胸へ垂れた朱い房をつかんで、庭木戸から外へ走って出た。
泉鏡花,泉鏡花/第二菎蒻本,……
宮本百合子,宮本百合子/今日の文学の鳥瞰図,作家は作品が第一である。
森鴎外,森鴎外/渋江抽斎,唯一人暇を取らずにいた女中が驚き醒めて、烟の厨を罩むるを見、引窓を開きつつ人を呼んだ。
夏目漱石,夏目漱石/それから,四の一
吉川英治,吉川英治/三国志　06　孔明の巻　,「追い土産まで送ってくるとは、袁紹も物好きな」
海野十三,海野十三/宇宙戦隊,中尉は豪快に笑った。
宮本百合子,宮本百合子/「未亡人の手記」選後評,一人の女性が、若い時から社会的活動の中に独立人として生活し、結婚しても、子供を持っても社会の独立人として基本的な生活上の権利は確保されてゆかなければ人間らしい生活はありえないことを示している。
吉川英治,吉川英治/私本太平記/10　風花帖　,雨のないのがまだ見つけもので、木の葉まじり、大屋根の檜皮までが空に黒いチリのつむじを描きぬいている。
マクラウド,マクラウド/精,王はあの女を恋いして自分の城に呼んだ。
中里介山,中里介山/大菩薩峠 23 他生の巻,要するに写生です、一も二も写生ですよ……しかし、この写生観は応挙のそれとは性質を異にしているかも知れませんが、写生はすなわち自然で、自然より大いなる産物はありませんからな――いけません、西洋の山水画というものも、うす物を通して見るには見ましたが、それは支那のものとは比較になりませんよ。
下村千秋,下村千秋/天国の記録,半年ぶりで会へた二人は、互の愛情を現はすために、互の腕を力一ぱいつねり合つた。
岸田国士,岸田国士/牛山ホテル（五場）,三谷夫人（さとに向ひ）こんなことがあつちや、奥さまも、明日お発ちになるつてわけには行きませんわね。
中里介山,中里介山/生前身後の事,そこで大菩薩峠の続稿の進退に就いても当然独立したことになった、その前後に福岡日日新聞で是非あれの続稿を欲しいという交渉が同社の営業部主任たる原田徳次郎君からあったのである、福岡日日へはその前後二三の連載小説を書いたことがあった、そこで原田君の懇望があった時に我輩も考えた、福岡日日新聞という新聞は地方新聞ではあるがなかなか立派な新聞である、新聞格に於ては当時の東京の一流新聞に比べても劣らない、新聞格としては都新聞などよりも上だといってもよろしい、その位の新聞だから、新聞に不足はないけれども、どうも都下の読者でまた後を読みたいという読者が多分にあるのである、どうか東京の読者に読ませるようにしたいものだと思わないことはなかったし、その当時東京朝日新聞などは大いに我輩に目星をつけていたのであるが、妙なことから行き違いになってしまった（この顛末はあとで委しく書く）、しかし、福日が向うからそういう懇望であって見ると、こちらも漸く決心して遂に原田君と約束だけはしてしまって一回の原稿料その時分は八円（これもその当時としてはなかなかいい値であった）ということまで先方の申出で決まってしまったと覚えている。
島崎藤村,島崎藤村/夜明け前 02 第一部下,町の有志の家に集まる約束の時が来た。
岸田国士,岸田国士/演劇一般講話,そこで、やつぱり優れた演劇とは、優れた脚本の優れた演出といふことになります。
横光利一,横光利一/旅愁,もう僕らも凡愚ながら無限の彼方にいるのかもしれない。
神西清,神西清/天才,いっぽうには大ローマ、そしていっぽうには、ねえ、どうです、キリスト教なんです。
吉川英治,吉川英治/宮本武蔵　04　火の巻　,罵りを浴びせかけながら、彼は足を止めなかった。
吉川英治,吉川英治/私本太平記/05　世の辻の帖　,「ふうム……？」
与謝野晶子,与謝野晶子/源氏物語 55 手習,こんなことが起こっているが」
岡本綺堂,岡本綺堂/籠釣瓶,彼はくすぐったいような心持ちで、とうとうその金をふところに収めて出た。
三好十郎,三好十郎/殺意（ストリップショウ）,それでも私の日々はウツラウツラと
